Title,Description,Author,Link,Image
The Garfield Movie Aims To Repeat Chris Pratt's Mario Magic At The Box Office,"Chris Pratt starred in the highest-grossing animated film of 2023, can he do the same this year with The Garfield Movie?",Ryan Scott,https://www.slashfilm.com/1584085/the-garfield-movie-chris-pratt-mario-box-office-magic/,https://www.slashfilm.com/img/gallery/the-garfield-movie-aims-to-repeat-chris-pratts-mario-magic-at-the-box-office/intro-1715901911.jpg
How To Watch Zendaya's Challengers At Home,Get ready to enjoy some erotically-charged tennis from the comfort of your couch now that Challengers is hitting the home market.,Debopriyaa Dutta,https://www.slashfilm.com/1584316/how-to-watch-zendaya-challengers-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-zendayas-challengers-at-home/intro-1715955632.jpg
Why One Of Couples Retreat's Stars Sued Universal Years After The Film's Release,One of the stars of Couples Retreat sued Universal for alleged racism over the international poster.,Witney Seibold,https://www.slashfilm.com/1583229/couples-retreat-star-sued-universal-studio/,https://www.slashfilm.com/img/gallery/why-one-of-couples-retreats-stars-sued-universal-years-after-the-films-release/intro-1715812933.jpg
David Bowie Was The First Choice To Play One Of The Best '90s Movie Villains Ever [Exclusive],"David Bowie played several memorable roles across his career, although he missed out on a great '90s movie villain.",Witney Seibold,https://www.slashfilm.com/1582097/david-bowie-first-choice-best-90s-movie-villains-cliffhanger/,https://www.slashfilm.com/img/gallery/david-bowie-was-the-first-choice-to-play-one-of-the-best-90s-movie-villains-ever-exclusive/intro-1715714483.jpg
"Director Renny Harlin Breaks Down His Entire Career, From Freddy Krueger To The Strangers: Chapter 1 [Exclusive Interview]",Freddy Krueger. Bruce Willis. An unmade Alien 3. That shark that ate Samuel L. Jackson. The Strangers: Chapter 1 director Renny Harlin has stories.,Jacob Hall,https://www.slashfilm.com/1582829/director-renny-harlin-entire-career-interview-strangers-chapter-1/,https://www.slashfilm.com/img/gallery/renny-harlin/intro-1715793327.jpg
Three Major Horror Sequels (Including Five Nights At Freddy's 2) Have New Release Dates,"Horror sequels Five Nights at Freddy's 2, M3GAN 2.0, and The Black Phone 2 have all gotten new release dates.",Jeremy Mathai,https://www.slashfilm.com/1583918/five-nights-at-freddys-2-m3gan-2-black-phone-2-horror-sequels-release-dates/,https://www.slashfilm.com/img/gallery/three-major-horror-sequels-including-five-nights-at-freddys-2-have-new-release-dates/intro-1715888877.jpg
Halle Berry Deals With End Of The World Horror In The Never Let Go Trailer,The Never Let Go trailer pits Halle Berry against post-apocalyptic horror while hiding out in the woods.,Chris Evangelista,https://www.slashfilm.com/1583476/never-let-go-trailer-halle-berry-horror-movie/,https://www.slashfilm.com/img/gallery/halle-berry-deals-with-end-of-the-world-horror-in-the-never-let-go-trailer/intro-1715866545.jpg
The New Lord Of The Rings Movie Will Explore Gollum's Psychology,We now know more about the new Lord of the Rings movie The Lord of the Rings: The Hunt for Gollum.,Jeremy Mathai,https://www.slashfilm.com/1582963/the-lord-of-the-rings-the-hunt-for-gollum-story-details/,https://www.slashfilm.com/img/gallery/the-new-lord-of-the-rings-movie-will-explore-gollums-psychology/intro-1715798697.jpg
"John Wick Spinoff Starring Donnie Yen's Caine Is Happening, Will Pay Off That Credits Scene",Donnie Yen will reprise his role as Caine from John Wick: Chapter 4 for the franchise's latest spinoff.,Ryan Scott,https://www.slashfilm.com/1582865/john-wick-spinoff-donnie-yen-caine-pay-off-credits-scene/,https://www.slashfilm.com/img/gallery/john-wick-spinoff-starring-donnie-yens-caine-is-happening-will-pay-off-that-credits-scene/intro-1715794230.jpg
The Wicked Trailer Lets Cynthia Erivo And Ariana Grande Work Their Magic,The Wicked trailer sees Cynthia Erivo and Ariana Grande take center stage in the first part of director Jon M. Chu's movie musical adaptation.,Sandy Schaefer,https://www.slashfilm.com/1581007/wicked-trailer-cynthia-erivo-ariana-grande/,https://www.slashfilm.com/img/gallery/the-wicked-trailer-lets-cynthia-erivo-and-ariana-grande-work-their-magic/intro-1715620424.jpg
"DVD Isn't As Dead As You May Think, Says Director Kevin Costner","The prevailing wisdom in Hollywood seems to be that DVD is a mostly dead industry, but Horizon director Kevin Costner is here to convince you otherwise.",Ryan Scott,https://www.slashfilm.com/1582210/dvd-isnt-as-dead-as-you-think-says-director-kevin-costner/,https://www.slashfilm.com/img/gallery/dvd-isnt-as-dead-as-you-may-think-says-director-kevin-costner/intro-1715719769.jpg
How To Watch A24's Civil War At Home,A24 and Alex Garland's controversial film Civil War is headed to the home market. Here's how you can check it out.,Valerie Ettenhofer,https://www.slashfilm.com/1582614/how-to-watch-a24-civil-war-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-a24s-civil-war-at-home/intro-1715783438.jpg
One Of The Most Exciting Horror Movies Of The Year Will Be Streaming For Free This Week,"The horror movie Killer Body Count looks great, and you'll be able to stream it for free on Tubi starting this week.",BJ Colangelo,https://www.slashfilm.com/1582149/killer-body-count-exciting-horror-movie-streaming-on-tubi-for-free/,https://www.slashfilm.com/img/gallery/one-of-the-most-exciting-horror-movies-of-the-year-will-be-streaming-for-free-this-week/intro-1715717223.jpg
"Road House Sequel Is Happening At Amazon, Jake Gyllenhaal Will Return To Bust More Heads",Jake Gyllenhaal will return as Dalton in a Road House sequel from Amazon and MGM.,Ryan Scott,https://www.slashfilm.com/1581693/road-house-sequel-jake-gyllenhaal/,https://www.slashfilm.com/img/gallery/road-house-sequel-is-happening-at-amazon-jake-gyllenhaal-will-return-to-bust-more-heads/intro-1715698769.jpg
Cool Stuff: Amazing Lord Of The Rings LEGO Set Builds Sauron's Dark Tower And Fiery Eye,LEGO is releasing an incredible new Lord of the Rings LEGO set that will let fans build Sauron's dark tower (or Barad-Dûr) and the fiery eye that sits on top.,Ethan Anderton,https://www.slashfilm.com/1581223/cool-stuff-lord-of-the-rings-lego-set-eye-of-sauron-dark-tower-barad-dur/,https://www.slashfilm.com/img/gallery/cool-stuff-amazing-lord-of-the-rings-lego-set-builds-saurons-dark-tower-and-fiery-eye/intro-1715630448.jpg
The Fall Guy Passed A Minor Box Office Milestone - But It's Still Got A Big Hill To Climb,"The Ryan Gosling stunt flick The Fall Guy hasn't been the box office smash it deserves to be, but can it hold strong moving forward?",Ryan Scott,https://www.slashfilm.com/1581374/the-fall-guy-passed-box-office-milestone-100-million/,https://www.slashfilm.com/img/gallery/the-fall-guy-passed-a-minor-box-office-milestone-but-its-still-got-a-big-hill-to-climb/intro-1715642413.jpg
Francis Ford Coppola Returns To Realize His Dream Project With The Megalopolis Trailer,"Francis Ford Coppola is back with his first film in over a decade. Watch the Megalopolis trailer right here, right now!",Chris Evangelista,https://www.slashfilm.com/1511651/megalopolis-trailer-francis-ford-coppola/,https://www.slashfilm.com/img/gallery/francis-ford-coppola-returns-to-realize-his-dream-project-with-the-megalopolis-trailer/intro-1715685218.jpg
Civil War Becomes A24's Second Movie Ever To Hit $100 Million At The Box Office,Civil War has become the second ever A24 film to hit $100 at the box office.,Ryan Scott,https://www.slashfilm.com/1581256/civil-war-a24-second-movie-to-hit-100-million-at-the-box-office/,https://www.slashfilm.com/img/gallery/civil-war-becomes-a24s-second-movie-ever-to-hit-100-million-at-the-box-office/intro-1715631823.jpg
5 Reasons Kingdom Of The Planet Of The Apes Conquered The Box Office,"Kingdom of the Planet of the Apes swung into theaters this past weekend, and it's off to a strong start at the box office. Let's break down five reasons why.",Ryan Scott,https://www.slashfilm.com/1581132/reasons-kingdom-of-the-planet-of-the-apes-conquered-box-office/,https://www.slashfilm.com/img/gallery/5-reasons-kingdom-of-the-planet-of-the-apes-conquered-the-box-office/intro-1715625138.jpg
Sydney Sweeney's Barbarella Remake Recruits One Of The Best Directors Alive,"The Barbarella remake, which has Sydney Sweeney attached to star, has potentially landed a very exciting director.",Witney Seibold,https://www.slashfilm.com/1581178/sydney-sweeney-barbarella-remake-best-directors-edgar-wright/,https://www.slashfilm.com/img/gallery/sydney-sweeneys-barbarella-remake-recruits-one-of-the-best-directors-alive/intro-1715628446.jpg
How To Watch Horror Prequel The First Omen At Home,"Acclaimed horror prequel The First Omen is coming to digital, streaming, and home media.",Sandy Schaefer,https://www.slashfilm.com/1580831/how-to-watch-first-omen-horror-prequel-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-horror-prequel-the-first-omen-at-home/intro-1715611459.jpg
"Roger Corman, Legendary B-Movie Producer And Director, Has Died At 98","Roger Corman, one of the most influential directors and producers of B-movies in Hollywood history, has died at the age of 98.",Hannah Shaw-Williams,https://www.slashfilm.com/1580484/roger-corman-director-producer-dead-98/,https://www.slashfilm.com/img/gallery/roger-corman-legendary-b-movie-producer-and-director-has-died-at-98/intro-1715519253.jpg
Kingdom Of The Planet Of The Apes Rules The Weekend Box Office With $52-55 Million Debut,"Kingdom of the Planet of the Apes is off to a strong start at the box office, easily claiming the No. 1 spot this weekend.",Hannah Shaw-Williams,https://www.slashfilm.com/1580120/kingdom-of-the-planet-of-the-apes-opening-weekend-box-office/,https://www.slashfilm.com/img/gallery/kingdom-of-the-planet-of-the-apes-rules-the-weekend-box-office-with-50-million-debut/intro-1715377796.jpg
Sigourney Weaver In Talks To Join Star Wars Movie The Mandalorian & Grogu,"Alien franchise star Sigourney Weaver is set to meet a much more cuddly alien, as she's in talks to join Star Wars movie The Mandalorian & Grogu.",Valerie Ettenhofer,https://www.slashfilm.com/1580277/sigourney-weaver-star-wars-mandalorian-grogu/,https://www.slashfilm.com/img/gallery/sigourney-weaver-in-talks-to-join-star-wars-movie-the-mandalorian-grogu/intro-1715437728.jpg
Rejoice: The Jim Henson Company Are Building Monster Puppets For A New Live-Action Beowulf Movie,"Grendel, based on the John Gardner novel and Beowulf, will feature creature designs from The Jim Henson Company and star Jeff Bridges and Dave Bautista.",Chris Evangelista,https://www.slashfilm.com/1580012/grendel-movie-jim-henson-company-monster-puppets-beowulf-jeff-bridges/,https://www.slashfilm.com/img/gallery/rejoice-the-jim-henson-company-are-building-monster-puppets-for-a-new-live-action-beowulf-movie/intro-1715370708.jpg
"Deadpool's Beloved Pet, Dogpool, Is Played By Britain's Ugliest Dog",Beauty pageants have helped Hollywood find plenty of famous actors. Deadpool cast Dogpool from an Ugly Dog pageant.,Witney Seibold,https://www.slashfilm.com/1579463/deadpool-3-marvel-dogpool-britains-ugliest-dog-peggy/,https://www.slashfilm.com/img/gallery/deadpools-beloved-pet-dogpool-is-played-by-britains-ugliest-dog/intro-1715299715.jpg
The Studio Behind Lord Of The Rings Just Shut Down A 15 Year Old Fan Film,The 2009 Lord of the Rings fan film The Hunt for Gollum has been hit with a copyright strike after Warner Bros. announced a new feature with the same title.,Rafael Motamayor,https://www.slashfilm.com/1579688/ord-of-the-rings-hunt-for-gollum-fan-film-studio-copyright-strike/,https://www.slashfilm.com/img/gallery/the-studio-behind-lord-of-the-rings-just-shut-down-a-15-year-old-fan-film/intro-1715352626.jpg
The Strangers: Chapter 1 Aims To Carve Up 2024's First Big Horror Box Office Hit,Renny Harlin's The Strangers: Chapter 1 aims to get horror back on track at the 2024 box office.,Ryan Scott,https://www.slashfilm.com/1578970/the-strangers-chapter-1-2024-first-big-horror-box-office-hit/,https://www.slashfilm.com/img/gallery/the-strangers-chapter-1-aims-to-carve-up-2024s-first-big-horror-box-office-hit/intro-1715269852.jpg
Marvel's Fantastic Four Casts Ralph Ineson As Planet-Eating Villain Galactus,Marvel has found their Galactus in prolific actor Ralph Ineson.,Jeremy Mathai,https://www.slashfilm.com/1579411/marvel-fantastic-four-ralph-ineson-galactus-cast/,https://www.slashfilm.com/img/gallery/marvels-fantastic-four-casts-ralph-ineson-as-planet-eating-villain-galactus/intro-1715292727.jpg
John Krasinski's IF Hopes To Lift The Box Office With A Family-Friendly Original,Will John Krasinski's IF be a box office win in a summer off to a slow start? Or will the family-friendly film crash and burn?,Ryan Scott,https://www.slashfilm.com/1578475/john-krasinski-if-box-office-family-friendly-original/,https://www.slashfilm.com/img/gallery/john-krasinskis-if-hopes-to-lift-the-box-office-with-a-family-friendly-original/intro-1715199527.jpg
"June Squibb Is On A Mission In The Trailer For Thelma, One Of Sundance 2024's Best Movies","Oscar-nominee June Squibb leads a movie for the first time in her long, storied career in the trailer for the Sundance critical darling Thelma.",Ryan Scott,https://www.slashfilm.com/1579352/june-squibb-thelma-trailer-sundance-2024-best-movies/,https://www.slashfilm.com/img/gallery/june-squibb-is-on-a-mission-in-the-trailer-for-thelma-one-of-sundance-2024s-best-movies/intro-1715288007.jpg
The Remake Of An Untouchable Kurt Russell Classic Is Hunting For A New Director ... Again,Abigail directors Tyler Gillett and Matt Bettinelli-Olpin are no longer helming a remake of John Carpenter and Kurt Russell's '80s classic Escape From New York.,Valerie Ettenhofer,https://www.slashfilm.com/1579040/escape-from-new-york-kurt-russell-classic-hunting-for-new-director/,https://www.slashfilm.com/img/gallery/the-remake-of-an-untouchable-kurt-russell-classic-is-hunting-for-a-new-director-again/intro-1715273203.jpg
The Will Smith Box Office Bomb That Changed How Director George Miller Approached Furiosa,"Furiosa director George Miller had planned to bring back Charlize Theron, but an infamous Will Smith sci-fi thriller convinced him otherwise.",BJ Colangelo,https://www.slashfilm.com/1578804/furiosa-director-george-miller-recast-charlize-theron-gemini-man-box-office-bomb/,https://www.slashfilm.com/img/gallery/the-will-smith-box-office-bomb-that-changed-how-director-george-miller-approached-furiosa/intro-1715259122.jpg
"New Lord Of The Rings Movie Lands A Familiar Director, But It's Not Peter Jackson","The next Lord of the Rings movie, The Hunt for Gollum, is being produced by Peter Jackson and has a familiar name attached as director.",Valerie Ettenhofer,https://www.slashfilm.com/1578827/new-lord-of-the-rings-movie-director-andy-serkis-peter-jackson-producing/,https://www.slashfilm.com/img/gallery/new-lord-of-the-rings-movie-lands-a-familiar-director-but-its-not-peter-jackson/intro-1715261851.jpg
Silence Is Golden In The New Trailer For A Quiet Place: Day One,"In the new trailer for horror prequel A Quiet Place: Day One, Lupita Nyong'o and Joseph Quinn try to survive big-eared aliens from outer space.",BJ Colangelo,https://www.slashfilm.com/1576130/a-quiet-place-day-one-horror-movie-trailer/,https://www.slashfilm.com/img/gallery/silence-is-golden-in-the-new-trailer-for-a-quiet-place-day-one/intro-1714950527.jpg
Furiosa Director George Miller Credits A Classic Film Trilogy For Changing His Approach To VFX,Furiosa director George Miller was inspired by the Lord of the Rings trilogy to take a whole new approach to VFX.,Rafael Motamayor,https://www.slashfilm.com/1578436/furiosa-director-george-miller-lord-of-the-rings-vfx-inspiration/,https://www.slashfilm.com/img/gallery/furiosa-director-george-miller-credits-a-classic-film-trilogy-for-changing-his-approach-to-vfx/intro-1715195752.jpg
"Streamers Reinvent Cable As Disney+, Hulu, And Max Offer Bundle Subscription","You'll soon be able to bundle Disney+, Hulu, and Max through one subscription. Sounds a bit like cable, eh?",Joe Roberts,https://www.slashfilm.com/1578621/disney-hulu-max-bundle-subscription-coming/,https://www.slashfilm.com/img/gallery/streamers-reinvent-cable-as-disney-hulu-and-max-offer-bundle-subscription/intro-1715210534.jpg
Furiosa Director George Miller Never Forgot A Legendary Filmmaker's Advice,Filmmaker Peter Weir gave Furiosa director George Miller some priceless advice after he made the original Mad Max.,Witney Seibold,https://www.slashfilm.com/1578130/furiosa-director-george-miller-peter-weir-advice/,https://www.slashfilm.com/img/gallery/furiosa-director-george-miller-never-forgot-a-legendary-filmmakers-advice/intro-1715184282.jpg
In A Violent Nature Is Reportedly Making Audiences Sick – But Is It Really That Brutal?,The new horror movie In a Violent Nature is reportedly so violent and gory that it made an audience member ill.,BJ Colangelo,https://www.slashfilm.com/1578429/in-a-violent-nature-made-audience-ill/,https://www.slashfilm.com/img/gallery/in-a-violent-nature-is-reportedly-making-audiences-sick-but-is-it-really-that-brutal/intro-1715197103.jpg
How Furiosa Director George Miller Avoided A Common Prequel Problem,"Furiosa's origin story was always a part of Mad Max: Fury Road, which made things easier when director George Miller set to work on the prequel.",BJ Colangelo,https://www.slashfilm.com/1577958/furiosa-director-george-miller-prequel-problem/,https://www.slashfilm.com/img/gallery/how-furiosa-director-george-miller-avoided-a-common-prequel-problem/intro-1715173160.jpg
Return To The Suck Zone With The New Twisters Trailer,A new group of storm chasers battle a whole mess of tornados in the latest trailer for the (sort of) Twister sequel Twisters.,Jeremy Smith,https://www.slashfilm.com/1559441/twisters-trailer-twister-sequel/,https://www.slashfilm.com/img/gallery/return-to-the-suck-zone-with-the-new-twisters-trailer-shell/intro-1712774049.jpg
A Movie About The Making Of Sports Classic Rocky Gets A Surprising Director,"A movie about the making of the sports classic Rocky is in the works, and Green Book director Peter Farrelly (of Dumb & Dumber) fame will be at the helm.",Ryan Scott,https://www.slashfilm.com/1577503/movie-about-making-of-rocky-director-peter-farrelly/,https://www.slashfilm.com/img/gallery/a-movie-about-the-making-of-sports-classic-rocky-gets-a-surprising-director/intro-1715108205.jpg
Matchbox Movie Gets Seasoned Action Director As We See What Barbie's Success Has Wrought,"Another Mattel movie is in the works in the wake of Barbie, with Sam Hargrave set to direct a Matchbox movie.",Valerie Ettenhofer,https://www.slashfilm.com/1577438/matchbox-movie-mattel-sam-hargrave/,https://www.slashfilm.com/img/gallery/matchbox-movie-gets-seasoned-action-director-as-we-see-what-barbies-success-has-wrought/intro-1715104865.jpg
How To Watch Godzilla X Kong At Home,Get ready to experience some giant kaiju action from the comfort of your living room. Here's how you can watch Godzilla x Kong: The New Empire at home.,Rafael Motamayor,https://www.slashfilm.com/1577336/how-watch-godzilla-x-kong-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-godzilla-x-kong-at-home/intro-1715101005.jpg
How To Watch The Ministry Of Ungentlemanly Warfare At Home,"Here's how to watch Guy Ritchie's The Ministry of Ungentlemanly Warfare at home, and soon.",Jeremy Mathai,https://www.slashfilm.com/1577322/watch-the-ministry-of-ungentlemanly-warfare-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-the-ministry-of-ungentlemanly-warfare-at-home/intro-1715100918.jpg
How To Watch Ghostbusters: Frozen Empire At Home,You know who to call. Here's how you can catch Ghostbusters: Frozen Empire at home.,Jeremy Mathai,https://www.slashfilm.com/1577115/how-watch-ghostbusters-frozen-empire-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-ghostbusters-frozen-empire-at-home/intro-1715090521.jpg
Inside Out 2 Cut A Hilarious Gag That The Filmmakers Hope To Bring Back For Inside Out 3,"Inside Out 2 originally had a gag that director Kelsey Mann loved, but Pixar ended up cutting it. Thankfully, it may return in a potential Inside Out 3.",Ethan Anderton,https://www.slashfilm.com/1576757/inside-out-2-cut-procrastination-land-gag-that-may-return-inside-out-3/,https://www.slashfilm.com/img/gallery/inside-out-2-cut-a-hilarious-gag-that-the-filmmakers-hope-to-bring-back-for-inside-out-3/intro-1715027723.jpg
Disney Has A New Plan To Save The MCU: Quality Over Quantity,"Disney is reducing the number of Marvel movies and TV shows going forward, looking for quality over quantity.",Rafael Motamayor,https://www.slashfilm.com/1577109/disney-releasing-fewer-marvel-movies-and-shows/,https://www.slashfilm.com/img/gallery/disney-has-a-new-plan-to-save-the-mcu-quality-over-quantity/intro-1715089977.jpg
New Horror Movie Tarot Looks Like A Box Office Bomb – But It Could Be A Sneaky Hit,"Tarot barely made it into the box office top five in its opening weekend, but this critically-panned horror movie could be a quiet success.",Ryan Scott,https://www.slashfilm.com/1576833/tarot-horror-movie-box-office-bomb-or-hit/,https://www.slashfilm.com/img/gallery/new-horror-movie-tarot-looks-like-a-box-office-bomb-but-it-could-be-a-sneaky-hit/intro-1715033259.jpg
Godzilla X Kong Is Now The Highest-Grossing Godzilla Movie Ever At The Box Office,Adam Wingard's Godzilla x Kong: The New Empire has overtaken Gareth Edwards' 2014 Godzilla film to become the highest-grossing Godzilla movie of all time.,Ryan Scott,https://www.slashfilm.com/1576756/godzilla-x-kong-now-highest-grossing-godzilla-movie-ever-box-office/,https://www.slashfilm.com/img/gallery/godzilla-x-kong-is-now-the-highest-grossing-godzilla-movie-ever-at-the-box-office/intro-1715027687.jpg
Superman First Look Divides Fans Of DC Fashion – But Who Is Right?,You'll be shocked to learn the internet has opinions about the first look at David Corenswet as the Man of Steel in James Gunn's Superman movie reboot.,Jeremy Mathai,https://www.slashfilm.com/1576747/superman-james-gunn-first-look-divides-dc-fans/,https://www.slashfilm.com/img/gallery/superman-first-look-divides-fans-of-dc-fashion-but-who-is-right/intro-1715026293.jpg
Vin Diesel Is Finally Returning To The Sci-Fi Franchise That Made His Name,Richard B. Riddick lives as Vin Diesel gears up to reprise his sci-fi role in the upcoming Riddick: Furya.,Ryan Scott,https://www.slashfilm.com/1576563/riddick-furya-vin-diesel-sci-fi-sequel/,https://www.slashfilm.com/img/gallery/vin-diesel-is-finally-returning-to-the-sci-fi-franchise-that-made-his-name/intro-1715018474.jpg
Nicolas Cage Will Play The Father Of Christ In A New Horror Movie,"Nicolas Cage will star in The Carpenter's Son, a horror movie about Jesus' childhood years.",Chris Evangelista,https://www.slashfilm.com/1576483/the-carpenters-son-nicolas-cage-jesus-horror-movie/,https://www.slashfilm.com/img/gallery/nicolas-cage-will-play-the-father-of-christ-in-a-new-horror-movie/intro-1715014086.jpg
The Fall Guy Leads The Worst Summer Box Office Kick-Off In Decades,Ryan Gosling-led action comedy The Fall Guy topped the charts this weekend in the slowest summer box office start since The Lizzie McGuire Movie.,Ryan Scott,https://www.slashfilm.com/1576480/the-fall-guy-worst-summer-box-office-start-decades/,https://www.slashfilm.com/img/gallery/the-fall-guy-leads-the-worst-summer-box-office-kick-off-in-decades/intro-1715014923.jpg
Superman First Look: David Corenswet Suits Up For Director James Gunn,Feast your eyes on our first look at David Corenswet as the Man of Steel in James Gunn's Superman movie.,Jeremy Mathai,https://www.slashfilm.com/1576434/superman-first-look-david-corenswet-james-gunn-dc/,https://www.slashfilm.com/img/gallery/superman-first-look-david-corenswet-suits-up-for-director-james-gunn/intro-1715013296.jpg
How To Watch Bloody Vampire Horror Pic Abigail At Home,Radio Silence's gleefully bloody vampire horror flick Abigail is making its way to the home market.,Jeremy Mathai,https://www.slashfilm.com/1576287/how-to-watch-abigail-vampire-horror-movie-at-home/,https://www.slashfilm.com/img/gallery/how-to-watch-bloody-vampire-horror-pic-abigail-at-home/intro-1715003484.jpg
"Actor Bernard Hill, Captain Of The Titanic And King Theoden In Lord Of The Rings, Dead At 79","Actor Bernard Hill, best known for his roles as Captain Edward Smith in Titanic and King Theoden in Lord of the Rings, has died at the age of 79.",Hannah Shaw-Williams,https://www.slashfilm.com/1575998/bernard-hill-titanic-lord-rings-dead-79/,https://www.slashfilm.com/img/gallery/actor-bernard-hill-captain-of-the-titanic-and-king-theoden-in-lord-of-the-rings-dead-at-79/intro-1714922103.jpg
